MATERIAL;;Etiquetas de fila;NOMBRE PRODUCTO;  PRECIO  ; TOTAL BOLSAS/CAJAS;TOTAL STAND BODEGA;TOTAL EXHIBICIėN;TOTAL CARRITO;FALTA FACTU FEEAN;VENTA INTERNA FALTA SALIDA;VITRINAS EXTERIOR;INVENTARIO FISICO;INVENTARIO SAP;DIFERENCIA;VALOR INVENTARIO;DESCONTAR;INGRESAR;Observaci¾n
116000000000000229;0229;BATAS;BATAS DE LABORATORIO S; 87.000 ;0;18;0;0;0;0;0;18;18;0;$ 1.566.000;;;OK
116000000000000230;0230;BATAS;BATAS DE LABORATORIO M; 87.000 ;0;6;1;0;0;0;0;7;7;0;$ 609.000;;;OK
116000000000000231;0231;BATAS;BATAS DE LABORATORIO L; 87.000 ;0;20;0;0;0;0;0;20;20;0;$ 1.740.000;;;OK
116000000000000232;0232;BATAS;BATAS DE LABORATORIO XL; 87.000 ;0;22;0;0;0;0;0;22;22;0;$ 1.914.000;;;OK
116000000000000172;0172;CAMISETAS;CAMISETA BAS BLANCA BORDE NEGRO HOMBRE S; 47.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000173;0173;CAMISETAS;CAMISETA BAS BLANCA BORDE NEGRO HOMBRE M; 47.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000174;0174;CAMISETAS;CAMISETA BAS BLANCA BORDE NEGRO HOMBRE L; 47.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000175;0175;CAMISETAS;CAMISETA BAS BLANCA BORDE NEGRO HOMBRE XL; 47.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000180;0180;CAMISETAS;CAMISETA BAS BLANCA BORDE NEGRO MUJER XS; 47.900 ;0;0;1;0;0;0;0;1;1;0;$ 47.900;;;OK
116000000000000181;0181;CAMISETAS;CAMISETA BAS BLANCA BORDE NEGRO MUJER S; 47.900 ;;2;;;;;;1;1;0;$ 47.900;;;OK
116000000000000182;0182;CAMISETAS;CAMISETA BAS BLANCA BORDE NEGRO MUJER M; 47.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000183;0183;CAMISETAS;CAMISETA BAS BLANCA BORDE NEGRO MUJER L; 47.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000184;0184;CAMISETAS;CAMISETA BAS BLANCA BORDE NEGRO MUJER XL; 47.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000176;0176;CAMISETAS;CAMISETA BASICA NEGRA LOGO HOMBRE S; 55.000 ;;5;;;;;;5;5;0;$ 275.000;;;OK
116000000000000177;0177;CAMISETAS;CAMISETA BASICA NEGRA LOGO HOMBRE M; 55.000 ;;1;;;;;;1;1;0;$ 55.000;;;OK
116000000000000178;0178;CAMISETAS;CAMISETA BASICA NEGRA LOGO HOMBRE L; 55.000 ;;10;;;;;;10;10;0;$ 550.000;;;OK
116000000000000179;0179;CAMISETAS;CAMISETA BASICA NEGRA LOGO HOMBRE XL; 55.000 ;;7;;;;;;7;7;0;$ 385.000;;;OK
116000000000000185;0185;CAMISETAS;CAMISETA BASICA NEGRA LOGO MUJER XS; 55.000 ;;7;;;;;;7;7;0;$ 385.000;;;OK
116000000000000186;0186;CAMISETAS;CAMISETA BASICA NEGRA LOGO MUJER S; 55.000 ;0;5;1;0;0;0;0;6;6;0;$ 330.000;;;OK
116000000000000187;0187;CAMISETAS;CAMISETA BASICA NEGRA LOGO MUJER M; 55.000 ;;7;;;;;;7;7;0;$ 385.000;;;OK
116000000000000188;0188;CAMISETAS;CAMISETA BASICA NEGRA LOGO MUJER L; 55.000 ;;8;;;;;;7;7;0;$ 385.000;;;OK
116000000000000189;0189;CAMISETAS;CAMISETA BASICA NEGRA LOGO MUJER XL; 55.000 ;;7;;;;;;8;8;0;$ 440.000;;;OK
116000000000000067;0067;CAMISETAS;CAMISETA BLANCA EAN HOMBRE XS; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000065;0065;CAMISETAS;CAMISETA BLANCA EAN HOMBRE S; 55.000 ;;3;;;;;;3;3;0;$ 165.000;;;OK
116000000000000064;0064;CAMISETAS;CAMISETA BLANCA EAN HOMBRE M; 55.000 ;;8;;;;;;8;8;0;$ 440.000;;;OK
116000000000000063;0063;CAMISETAS;CAMISETA BLANCA EAN HOMBRE L; 55.000 ;;9;;;;;;9;9;0;$ 495.000;;;OK
116000000000000066;0066;CAMISETAS;CAMISETA BLANCA EAN HOMBRE XL; 55.000 ;;4;;;;;;4;4;0;$ 220.000;;;OK
116000000000000072;0072;CAMISETAS;CAMISETA BLANCA EAN MUJER XS; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000070;0070;CAMISETAS;CAMISETA BLANCA EAN MUJER S; 55.000 ;;5;1;;;;;6;6;0;$ 330.000;;;OK
116000000000000069;0069;CAMISETAS;CAMISETA BLANCA EAN MUJER M; 55.000 ;;9;;;;;;9;9;0;$ 495.000;;;OK
116000000000000068;0068;CAMISETAS;CAMISETA BLANCA EAN MUJER L; 55.000 ;;4;;;;;;4;4;0;$ 220.000;;;OK
116000000000000071;0071;CAMISETAS;CAMISETA BLANCA EAN MUJER XL; 55.000 ;;6;;;;;;6;6;0;$ 330.000;;;OK
116000000000000404;0404;CAMISETAS;CAMISETA BLANCA MELI XS; 55.000 ;;;;;;;;0;1;1;$ 0;$ 55.000;;No se les pudo dar salida del inventario
116000000000000430;0430;CAMISETAS;CAMISETA BLANCA MELI S; 55.000 ;;;;;;;;0;3;3;$ 0;$ 165.000;;No se les pudo dar salida del inventario
116000000000000431;0431;CAMISETAS;CAMISETA BLANCA MELI M; 55.000 ;;5;;;;;;5;5;0;$ 275.000;;;OK
116000000000000432;0432;CAMISETAS;CAMISETA BLANCA MELI L; 55.000 ;;4;;;;;;4;4;0;$ 220.000;;;OK
116000000000000433;0433;CAMISETAS;CAMISETA BLANCA MELI XL; 55.000 ;;7;;;;;;7;7;0;$ 385.000;;;OK
116000000000000434;0434;CAMISETAS;CAMISETA NEGRA MELI XS; 55.000 ;;;;;;;;0;1;1;$ 0;$ 55.000;;No se les pudo dar salida del inventario
116000000000000435;0435;CAMISETAS;CAMISETA NEGRA MELI S; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000436;0436;CAMISETAS;CAMISETA NEGRA MELI M; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000437;0437;CAMISETAS;CAMISETA NEGRA MELI L; 55.000 ;;3;;;;;;3;3;0;$ 165.000;;;OK
116000000000000438;0438;CAMISETAS;CAMISETA NEGRA MELI XL; 55.000 ;;6;;;;;;6;6;0;$ 330.000;;;OK
116000000000000405;0405;CAMISETAS;CAMISETA INFANTIL 4-6; 50.000 ;;3;;;;;;3;3;0;$ 150.000;;;OK
116000000000000406;0406;CAMISETAS;CAMISETA INFANTIL 6-8; 50.000 ;;5;;;;;;5;5;0;$ 250.000;;;OK
116000000000000407;0407;CAMISETAS;CAMISETA INFANTIL 8-10; 50.000 ;;6;1;;;;;7;7;0;$ 350.000;;;FALTA DESDE EL ANTERIOR INVENTARIO
116000000000000408;0408;CAMISETAS;CAMISETA INFANTIL 10-12; 50.000 ;;3;1;;;;;4;4;0;$ 200.000;;;OK
116000000000000409;0409;CAMISETAS;CAMISETA INFANTIL 12-14; 50.000 ;;7;;;;;;6;6;0;$ 300.000;;;OK
116000000000000410;0410;CAMISETAS;CAMISETA INFANTIL 14-16; 50.000 ;;38;;;;;;38;38;0;$ 1.900.000;;;OK
116000000000000047;0047;CAMISETAS;CAMISETA DEPORTIVA FLORES HOMBRE XS; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000045;0045;CAMISETAS;CAMISETA DEPORTIVA FLORES HOMBRE S; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000044;0044;CAMISETAS;CAMISETA DEPORTIVA FLORES HOMBRE M; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000043;0043;CAMISETAS;CAMISETA DEPORTIVA FLORES HOMBRE L; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000046;0046;CAMISETAS;CAMISETA DEPORTIVA FLORES HOMBRE XL; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000052;0052;CAMISETAS;CAMISETA DEPORTIVA FLORES MUJER XS; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000050;0050;CAMISETAS;CAMISETA DEPORTIVA FLORES MUJER S; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000049;0049;CAMISETAS;CAMISETA DEPORTIVA FLORES MUJER M; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000048;0048;CAMISETAS;CAMISETA DEPORTIVA FLORES MUJER L; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000051;0051;CAMISETAS;CAMISETA DEPORTIVA FLORES MUJER XL; 40.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000247;0247;CAMISETAS;CAMISETA DEPORTIVA ROSA HOMBRE S; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000246;0246;CAMISETAS;CAMISETA DEPORTIVA ROSA HOMBRE M; 49.900 ;;;;;;;;0;1;1;$ 0;;;SACAR DEL INVENTARIO
116000000000000245;0245;CAMISETAS;CAMISETA DEPORTIVA ROSA HOMBRE L; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000244;0244;CAMISETAS;CAMISETA DEPORTIVA ROSA HOMBRE XL; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000252;0252;CAMISETAS;CAMISETA DEPORTIVA ROSA MUJER XS; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000251;0251;CAMISETAS;CAMISETA DEPORTIVA ROSA MUJER S; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000250;0250;CAMISETAS;CAMISETA DEPORTIVA ROSA MUJER M; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000249;0249;CAMISETAS;CAMISETA DEPORTIVA ROSA MUJER L; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000248;0248;CAMISETAS;CAMISETA DEPORTIVA ROSA MUJER XL; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000057;0057;CAMISETAS;CAMISETA DEPORTIVA VERDE HOMBRE XS; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000055;0055;CAMISETAS;CAMISETA DEPORTIVA VERDE HOMBRE S; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000054;0054;CAMISETAS;CAMISETA DEPORTIVA VERDE HOMBRE M; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000053;0053;CAMISETAS;CAMISETA DEPORTIVA  VERDE HOMBRE L; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000056;0056;CAMISETAS;CAMISETA DEPORTIVA VERDE HOMBRE XL; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000062;0062;CAMISETAS;CAMISETA DEPORTIVA VERDE MUJER XS; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000060;0060;CAMISETAS;CAMISETA DEPORTIVA VERDE MUJER S; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000059;0059;CAMISETAS;CAMISETA DEPORTIVA VERDE MUJER M; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000058;0058;CAMISETAS;CAMISETA DEPORTIVA VERDE MUJER L; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000061;0061;CAMISETAS;CAMISETA DEPORTIVA VERDE MUJER XL; 49.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000256;0256;CAMISETAS;CAMISETA I LOVE BLANCA HOMBRE S; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000255;0255;CAMISETAS;CAMISETA I LOVE BLANCA HOMBRE M; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000254;0254;CAMISETAS;CAMISETA I LOVE BLANCA HOMBRE L; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000253;0253;CAMISETAS;CAMISETA I LOVE BLANCA HOMBRE XL; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000261;0261;CAMISETAS;CAMISETA I LOVE BLANCA MUJER XS; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000260;0260;CAMISETAS;CAMISETA I LOVE BLANCA MUJER S; 55.000 ;;6;1;;;;;7;7;0;$ 385.000;;;OK
116000000000000259;0259;CAMISETAS;CAMISETA I LOVE BLANCA MUJER M; 55.000 ;;8;;;;;;8;7;-1;$ 440.000;; 55.000 ;Falta esa und en la CAMISETA NEGRA EAN MUJER S
116000000000000258;0258;CAMISETAS;CAMISETA I LOVE BLANCA MUJER L; 55.000 ;;5;;;;;;5;5;0;$ 275.000;;;OK
116000000000000257;0257;CAMISETAS;CAMISETA I LOVE BLANCA MUJER XL; 55.000 ;;4;;;;;;4;4;0;$ 220.000;;;OK
116000000000000265;0265;CAMISETAS;CAMISETA I LOVE NEGRA HOMBRE S; 55.000 ;;;1;;;;;1;1;0;$ 55.000;;;OK
116000000000000264;0264;CAMISETAS;CAMISETA I LOVE NEGRA HOMBRE M; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000263;0263;CAMISETAS;CAMISETA I LOVE NEGRA HOMBRE L; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000262;0262;CAMISETAS;CAMISETA I LOVE NEGRA HOMBRE XL; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000270;0270;CAMISETAS;CAMISETA I LOVE NEGRA MUJER XS; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000269;0269;CAMISETAS;CAMISETA I LOVE NEGRA MUJER S; 55.000 ;;7;;;;;;7;7;0;$ 385.000;;;OK
116000000000000268;0268;CAMISETAS;CAMISETA I LOVE NEGRA MUJER M; 55.000 ;;6;;;;;;6;6;0;$ 330.000;;;OK
116000000000000267;0267;CAMISETAS;CAMISETA I LOVE NEGRA MUJER L; 55.000 ;;4;;;;;;4;4;0;$ 220.000;;;OK
116000000000000266;0266;CAMISETAS;CAMISETA I LOVE NEGRA MUJER XL; 55.000 ;;6;;;;;;6;5;-1;$ 330.000;; 55.000 ;Falta esa und en la CAMISETA NEGRA EAN MUJER M
116000000000000077;0077;CAMISETAS;CAMISETA LOGO NEGRA HOMBRE XS; 37.500 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000075;0075;CAMISETAS;CAMISETA LOGO NEGRA HOMBRE S; 37.500 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000074;0074;CAMISETAS;CAMISETA LOGO NEGRA HOMBRE M; 37.500 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000073;0073;CAMISETAS;CAMISETA LOGO NEGRA HOMBRE L; 37.500 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000076;0076;CAMISETAS;CAMISETA LOGO NEGRA HOMBRE XL; 37.500 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000082;0082;CAMISETAS;CAMISETA LOGO NEGRA MUJER XS; 37.500 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000080;0080;CAMISETAS;CAMISETA LOGO NEGRA MUJER S; 37.500 ;0;0;1;0;0;0;0;1;1;0;$ 37.500;;;OK
116000000000000079;0079;CAMISETAS;CAMISETA LOGO NEGRA MUJER M; 37.500 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000078;0078;CAMISETAS;CAMISETA LOGO NEGRA MUJER L; 37.500 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000081;0081;CAMISETAS;CAMISETA LOGO NEGRA MUJER XL; 37.500 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000452;0452;CAMISETAS;CAMISETA NEGRA EAN HOMBRE S; 55.000 ;;2;1;;;;;3;3;0;$ 165.000;;;OK
116000000000000453;0453;CAMISETAS;CAMISETA NEGRA EAN HOMBRE M; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000454;0454;CAMISETAS;CAMISETA NEGRA EAN HOMBRE L; 55.000 ;;5;;;;;;5;5;0;$ 275.000;;;OK
116000000000000455;0455;CAMISETAS;CAMISETA NEGRA EAN HOMBRE XL; 55.000 ;;4;;;;;;4;4;0;$ 220.000;;;OK
116000000000000456;0456;CAMISETAS;CAMISETA NEGRA EAN MUJER XS; 55.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000457;0457;CAMISETAS;CAMISETA NEGRA EAN MUJER S; 55.000 ;;;;;;;;0;1;1;$ 0;$ 55.000;;Sobra esa und en la CAMISETA O LOVE BLANCA MUJER M
116000000000000458;0458;CAMISETAS;CAMISETA NEGRA EAN MUJER M; 55.000 ;;;;;;;;0;1;1;$ 0;$ 55.000;;Sobra esa und en la CAMISETA O LOVE NEGRA MUJER XL
116000000000000459;0459;CAMISETAS;CAMISETA NEGRA EAN MUJER L; 55.000 ;;5;;;;;;5;5;0;$ 275.000;;;OK
116000000000000460;0460;CAMISETAS;CAMISETA NEGRA EAN MUJER XL; 55.000 ;;5;;;;;;5;5;0;$ 275.000;;;OK
116000000000000283;0283;CAMISETAS;CAMISETA POLO GRIS HOMBRE S; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000282;0282;CAMISETAS;CAMISETA POLO GRIS HOMBRE M; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000281;0281;CAMISETAS;CAMISETA POLO GRIS HOMBRE L; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000280;0280;CAMISETAS;CAMISETA POLO GRIS HOMBRE XL; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000288;0288;CAMISETAS;CAMISETA POLO GRIS MUJER XS; 59.900 ;;;1;;;;;1;1;0;$ 59.900;;;OK
116000000000000287;0287;CAMISETAS;CAMISETA POLO GRIS MUJER S; 59.900 ;;;;;;;;0;1;1;$ 0;;;SACAR DEL INVENTARIO
116000000000000286;0286;CAMISETAS;CAMISETA POLO GRIS MUJER M; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000285;0285;CAMISETAS;CAMISETA POLO GRIS MUJER L; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000284;0284;CAMISETAS;CAMISETA POLO GRIS MUJER XL; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000274;0274;CAMISETAS;CAMISETA POLO NEGRA HOMBRE S; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000273;0273;CAMISETAS;CAMISETA POLO NEGRA HOMBRE M; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000272;0272;CAMISETAS;CAMISETA POLO NEGRA HOMBRE L; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000271;0271;CAMISETAS;CAMISETA POLO NEGRA HOMBRE XL; 59.900 ;;;;;;;;0;1;1;$ 0;;;SACAR DEL INVENTARIO
116000000000000279;0279;CAMISETAS;CAMISETA POLO NEGRA MUJER XS; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000278;0278;CAMISETAS;CAMISETA POLO NEGRA MUJER S; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000277;0277;CAMISETAS;CAMISETA POLO NEGRA MUJER M; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000276;0276;CAMISETAS;CAMISETA POLO NEGRA MUJER L; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000275;0275;CAMISETAS;CAMISETA POLO NEGRA MUJER XL; 59.900 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000116;0116;CAMISETAS;CAMISETA SUBLIMADA VERDE HOMBRE XS; 46.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000117;0117;CAMISETAS;CAMISETA SUBLIMADA VERDE HOMBRE S; 46.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000118;0118;CAMISETAS;CAMISETA SUBLIMADA VERDE HOMBRE M; 46.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000119;0119;CAMISETAS;CAMISETA SUBLIMADA VERDE HOMBRE L; 46.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000120;0120;CAMISETAS;CAMISETA SUBLIMADA VERDE HOMBRE XL; 46.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000111;0111;CAMISETAS;CAMISETA SUBLIMADA VERDE MUJER XS; 46.000 ;;;;;;;;0;3;3;$ 0;;;SACAR DEL INVENTARIO
116000000000000112;0112;CAMISETAS;CAMISETA SUBLIMADA MUJER VERDE S; 46.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000113;0113;CAMISETAS;CAMISETA SUBLIMADA VERDE MUJER M; 46.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000114;0114;CAMISETAS;CAMISETA SUBLIMADA VERDE MUJER L; 46.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000115;0115;CAMISETAS;CAMISETA SUBLIMADA VERDE MUJER XL; 46.000 ;0;0;0;0;0;0;0;0;0;0;$ 0;;;OK
116000000000000139;0139;CAMISETAS;CAMISETA TRES CUARTOS AMARILLA HOMBRE S; 65.900 ;;3;;;;;;3;3;0;$ 197.700;;;OK
116000000000000140;0140;CAMISETAS;CAMISETA TRES CUARTOS AMARILLA HOMBRE M; 65.900 ;;10;;;;;;10;10;0;$ 659.000;;;OK
116000000000000141;0141;CAMISETAS;CAMISETA TRES CUARTOS AMARILLA HOMBRE L; 65.900 ;;7;;;;;;7;7;0;$ 461.300;;;OK
116000000000000142;0142;CAMISETAS;CAMISETA TRES CUARTOS AMARILLA HOMBRE XL; 65.900 ;;5;;;;;;5;5;0;$ 329.500;;;OK
116000000000000127;0127;CAMISETAS;CAMISETA TRES CUARTOS GRIS HOMBRE S; 65.900 ;;0;;;;;;0;0;0;$ 0;;;OK
116000000000000128;0128;CAMISETAS;CAMISETA TRES CUARTOS GRIS HOMBRE M; 65.900 ;;4;;;;;;4;4;0;$ 263.600;;;OK
116000000000000129;0129;CAMISETAS;CAMISETA TRES CUARTOS GRIS HOMBRE L; 65.900 ;;5;;;;;;5;5;0;$ 329.500;;;OK
116000000000000130;0130;CAMISETAS;CAMISETA TRES CUARTOS GRIS HOMBRE XL; 65.900 ;;1;;;;;;1;1;0;$ 65.900;;;OK
116000000000000143;0143;CAMISETAS;CAMISETA TRES CUARTOS MORADO HOMBRE S; 65.900 ;;7;;;;;;7;7;0;$ 461.300;;;OK
116000000000000144;0144;CAMISETAS;CAMISETA TRES CUARTOS MORADO HOMBRE M; 65.900 ;;8;;;;;;8;8;0;$ 527.200;;;OK
116000000000000145;0145;CAMISETAS;CAMISETA TRES CUARTOS MORADO HOMBRE L; 65.900 ;;3;;;;;;3;3;0;$ 197.700;;;OK
116000000000000146;0146;CAMISETAS;CAMISETA TRES CUARTOS MORADO HOMBRE XL; 65.900 ;;0;;;;;;0;0;0;$ 0;;;OK
116000000000000131;0131;CAMISETAS;CAMISETA TRES CUARTOS TURQUESA HOMBRE S; 65.900 ;;0;;;;;;0;0;0;$ 0;;;OK
116000000000000132;0132;CAMISETAS;CAMISETA TRES CUARTOS TURQUESA HOMBRE M; 65.900 ;;3;;;;;;3;3;0;$ 197.700;;;OK
116000000000000133;0133;CAMISETAS;CAMISETA TRES CUARTOS TURQUESA HOMBRE L; 65.900 ;;8;;;;;;8;8;0;$ 527.200;;;OK
116000000000000134;0134;CAMISETAS;CAMISETA TRES CUARTOS TURQUESA HOMBRE XL; 65.900 ;;3;;;;;;3;3;0;$ 197.700;;;OK
116000000000000135;0135;CAMISETAS;CAMISETA TRES CUARTOS VERDE HOMBRE S; 65.900 ;;0;;;;;;0;0;0;$ 0;;;OK
116000000000000136;0136;CAMISETAS;CAMISETA TRES CUARTOS VERDE HOMBRE M; 65.900 ;;;;;;;;0;0;0;$ 0;$ 0;;Sobra esa und en la CAMISETA TRES CUARTOS TURQUESA MUJER L
116000000000000137;0137;CAMISETAS;CAMISETA TRES CUARTOS VERDE HOMBRE L; 65.900 ;;7;1;;;;;8;8;0;$ 527.200;;;OK
